Year,Month,Day,Hour,Week,Drink,Number of Drinks Sold,Sales ($)
2024,6,2,6,1,Classic Brown Sugar Boba Milk Tea,1,6.25
2024,6,2,6,1,Taro Bubble Tea,5,33.75
2024,6,2,6,1,Matcha Black Sugar Boba Milk,5,33.75
2024,6,2,6,1,Black Sugar Coffee Jelly,1,6.5
2024,6,2,6,1,Strawberry Milk,3,24
2024,6,2,6,1,Tiger Mango Sago,2,16
2024,6,2,6,1,Passion Fruit Tea,6,33.0
2024,6,2,6,1,Golden Oolong Tea,4,22.0
2024,6,2,6,1,Red Bean Matcha Milk,1,6.75
2024,6,2,6,1,Jasmine Green Tea,2,9.5
2024,6,2,7,1,Classic Brown Sugar Boba Milk Tea,5,31.25
2024,6,2,7,1,Taro Bubble Tea,2,13.5
2024,6,2,7,1,Matcha Black Sugar Boba Milk,5,33.75
2024,6,2,7,1,Black Sugar Coffee Jelly,3,19.5
2024,6,2,7,1,Strawberry Milk,2,16
2024,6,2,7,1,Tiger Mango Sago,5,40
2024,6,2,7,1,Passion Fruit Tea,5,27.5
2024,6,2,7,1,Golden Oolong Tea,5,27.5
2024,6,2,7,1,Red Bean Matcha Milk,2,13.5
2024,6,2,7,1,Jasmine Green Tea,6,28.5
2024,6,2,8,1,Classic Brown Sugar Boba Milk Tea,4,25.0
2024,6,2,8,1,Taro Bubble Tea,1,6.75
2024,6,2,8,1,Matcha Black Sugar Boba Milk,2,13.5
2024,6,2,8,1,Black Sugar Coffee Jelly,3,19.5
2024,6,2,8,1,Strawberry Milk,1,8
2024,6,2,8,1,Tiger Mango Sago,2,16
2024,6,2,8,1,Passion Fruit Tea,2,11.0
2024,6,2,8,1,Golden Oolong Tea,5,27.5
2024,6,2,8,1,Red Bean Matcha Milk,5,33.75
2024,6,2,8,1,Jasmine Green Tea,3,14.25
2024,6,2,9,1,Classic Brown Sugar Boba Milk Tea,3,18.75
2024,6,2,9,1,Taro Bubble Tea,3,20.25
2024,6,2,9,1,Matcha Black Sugar Boba Milk,2,13.5
2024,6,2,9,1,Black Sugar Coffee Jelly,2,13.0
2024,6,2,9,1,Strawberry Milk,5,40
2024,6,2,9,1,Tiger Mango Sago,6,48
2024,6,2,9,1,Passion Fruit Tea,2,11.0
2024,6,2,9,1,Golden Oolong Tea,5,27.5
2024,6,2,9,1,Red Bean Matcha Milk,4,27.0
2024,6,2,9,1,Jasmine Green Tea,4,19.0
2024,6,2,10,1,Classic Brown Sugar Boba Milk Tea,3,18.75
2024,6,2,10,1,Taro Bubble Tea,2,13.5
2024,6,2,10,1,Matcha Black Sugar Boba Milk,5,33.75
2024,6,2,10,1,Black Sugar Coffee Jelly,2,13.0
2024,6,2,10,1,Strawberry Milk,4,32
2024,6,2,10,1,Tiger Mango Sago,3,24
2024,6,2,10,1,Passion Fruit Tea,4,22.0
2024,6,2,10,1,Golden Oolong Tea,6,33.0
2024,6,2,10,1,Red Bean Matcha Milk,3,20.25
2024,6,2,10,1,Jasmine Green Tea,1,4.75
2024,6,2,11,1,Classic Brown Sugar Boba Milk Tea,3,18.75
2024,6,2,11,1,Taro Bubble Tea,2,13.5
2024,6,2,11,1,Matcha Black Sugar Boba Milk,5,33.75
2024,6,2,11,1,Black Sugar Coffee Jelly,1,6.5
2024,6,2,11,1,Strawberry Milk,6,48
2024,6,2,11,1,Tiger Mango Sago,4,32
2024,6,2,11,1,Passion Fruit Tea,1,5.5
2024,6,2,11,1,Golden Oolong Tea,1,5.5
2024,6,2,11,1,Red Bean Matcha Milk,4,27.0
2024,6,2,11,1,Jasmine Green Tea,4,19.0
2024,6,3,0,1,Classic Brown Sugar Boba Milk Tea,2,12.5
2024,6,3,0,1,Taro Bubble Tea,1,6.75
2024,6,3,0,1,Matcha Black Sugar Boba Milk,4,27.0
2024,6,3,0,1,Black Sugar Coffee Jelly,2,13.0
2024,6,3,0,1,Strawberry Milk,6,48
2024,6,3,0,1,Tiger Mango Sago,6,48
2024,6,3,0,1,Passion Fruit Tea,5,27.5
2024,6,3,0,1,Golden Oolong Tea,4,22.0
2024,6,3,0,1,Red Bean Matcha Milk,3,20.25
2024,6,3,0,1,Jasmine Green Tea,5,23.75
2024,6,3,1,1,Classic Brown Sugar Boba Milk Tea,3,18.75
2024,6,3,1,1,Taro Bubble Tea,3,20.25
2024,6,3,1,1,Matcha Black Sugar Boba Milk,1,6.75
2024,6,3,1,1,Black Sugar Coffee Jelly,5,32.5
2024,6,3,1,1,Strawberry Milk,3,24
2024,6,3,1,1,Tiger Mango Sago,1,8
2024,6,3,1,1,Passion Fruit Tea,6,33.0
2024,6,3,1,1,Golden Oolong Tea,6,33.0
2024,6,3,1,1,Red Bean Matcha Milk,2,13.5
2024,6,3,1,1,Jasmine Green Tea,1,4.75
2024,6,3,2,1,Classic Brown Sugar Boba Milk Tea,1,6.25
2024,6,3,2,1,Taro Bubble Tea,1,6.75
2024,6,3,2,1,Matcha Black Sugar Boba Milk,6,40.5
2024,6,3,2,1,Black Sugar Coffee Jelly,2,13.0
2024,6,3,2,1,Strawberry Milk,3,24
2024,6,3,2,1,Tiger Mango Sago,5,40
2024,6,3,2,1,Passion Fruit Tea,1,5.5
2024,6,3,2,1,Golden Oolong Tea,4,22.0
2024,6,3,2,1,Red Bean Matcha Milk,1,6.75
2024,6,3,2,1,Jasmine Green Tea,3,14.25
2024,6,3,3,1,Classic Brown Sugar Boba Milk Tea,4,25.0
2024,6,3,3,1,Taro Bubble Tea,6,40.5
2024,6,3,3,1,Matcha Black Sugar Boba Milk,6,40.5
2024,6,3,3,1,Black Sugar Coffee Jelly,4,26.0
2024,6,3,3,1,Strawberry Milk,6,48
2024,6,3,3,1,Tiger Mango Sago,1,8
2024,6,3,3,1,Passion Fruit Tea,3,16.5
2024,6,3,3,1,Golden Oolong Tea,1,5.5
2024,6,3,3,1,Red Bean Matcha Milk,3,20.25
2024,6,3,3,1,Jasmine Green Tea,5,23.75
2024,6,3,4,1,Classic Brown Sugar Boba Milk Tea,4,25.0
2024,6,3,4,1,Taro Bubble Tea,2,13.5
2024,6,3,4,1,Matcha Black Sugar Boba Milk,3,20.25
2024,6,3,4,1,Black Sugar Coffee Jelly,3,19.5
2024,6,3,4,1,Strawberry Milk,2,16
2024,6,3,4,1,Tiger Mango Sago,3,24
2024,6,3,4,1,Passion Fruit Tea,2,11.0
2024,6,3,4,1,Golden Oolong Tea,4,22.0
2024,6,3,4,1,Red Bean Matcha Milk,3,20.25
2024,6,3,4,1,Jasmine Green Tea,5,23.75
2024,6,3,5,1,Classic Brown Sugar Boba Milk Tea,4,25.0
2024,6,3,5,1,Taro Bubble Tea,3,20.25
2024,6,3,5,1,Matcha Black Sugar Boba Milk,3,20.25
2024,6,3,5,1,Black Sugar Coffee Jelly,5,32.5
2024,6,3,5,1,Strawberry Milk,3,24
2024,6,3,5,1,Tiger Mango Sago,3,24
2024,6,3,5,1,Passion Fruit Tea,6,33.0
2024,6,3,5,1,Golden Oolong Tea,5,27.5
2024,6,3,5,1,Red Bean Matcha Milk,1,6.75
2024,6,3,5,1,Jasmine Green Tea,6,28.5
2024,6,3,6,1,Classic Brown Sugar Boba Milk Tea,3,18.75
2024,6,3,6,1,Taro Bubble Tea,4,27.0
2024,6,3,6,1,Matcha Black Sugar Boba Milk,3,20.25
2024,6,3,6,1,Black Sugar Coffee Jelly,5,32.5
2024,6,3,6,1,Strawberry Milk,3,24
2024,6,3,6,1,Tiger Mango Sago,4,32
2024,6,3,6,1,Passion Fruit Tea,1,5.5
2024,6,3,6,1,Golden Oolong Tea,1,5.5
2024,6,3,6,1,Red Bean Matcha Milk,1,6.75
2024,6,3,6,1,Jasmine Green Tea,5,23.75
2024,6,3,7,1,Classic Brown Sugar Boba Milk Tea,5,31.25
2024,6,3,7,1,Taro Bubble Tea,6,40.5
2024,6,3,7,1,Matcha Black Sugar Boba Milk,4,27.0
2024,6,3,7,1,Black Sugar Coffee Jelly,5,32.5
2024,6,3,7,1,Strawberry Milk,5,40
2024,6,3,7,1,Tiger Mango Sago,4,32
2024,6,3,7,1,Passion Fruit Tea,3,16.5
2024,6,3,7,1,Golden Oolong Tea,2,11.0
2024,6,3,7,1,Red Bean Matcha Milk,2,13.5
2024,6,3,7,1,Jasmine Green Tea,6,28.5
2024,6,3,8,1,Classic Brown Sugar Boba Milk Tea,5,31.25
2024,6,3,8,1,Taro Bubble Tea,6,40.5
2024,6,3,8,1,Matcha Black Sugar Boba Milk,3,20.25
2024,6,3,8,1,Black Sugar Coffee Jelly,6,39.0
2024,6,3,8,1,Strawberry Milk,3,24
2024,6,3,8,1,Tiger Mango Sago,4,32
2024,6,3,8,1,Passion Fruit Tea,2,11.0
2024,6,3,8,1,Golden Oolong Tea,6,33.0
2024,6,3,8,1,Red Bean Matcha Milk,4,27.0
2024,6,3,8,1,Jasmine Green Tea,5,23.75
2024,6,3,9,1,Classic Brown Sugar Boba Milk Tea,5,31.25
2024,6,3,9,1,Taro Bubble Tea,3,20.25
2024,6,3,9,1,Matcha Black Sugar Boba Milk,4,27.0
2024,6,3,9,1,Black Sugar Coffee Jelly,4,26.0
2024,6,3,9,1,Strawberry Milk,4,32
2024,6,3,9,1,Tiger Mango Sago,2,16
2024,6,3,9,1,Passion Fruit Tea,3,16.5
2024,6,3,9,1,Golden Oolong Tea,1,5.5
2024,6,3,9,1,Red Bean Matcha Milk,2,13.5
2024,6,3,9,1,Jasmine Green Tea,5,23.75
2024,6,3,10,1,Classic Brown Sugar Boba Milk Tea,3,18.75
2024,6,3,10,1,Taro Bubble Tea,3,20.25
2024,6,3,10,1,Matcha Black Sugar Boba Milk,5,33.75
2024,6,3,10,1,Black Sugar Coffee Jelly,2,13.0
2024,6,3,10,1,Strawberry Milk,3,24
2024,6,3,10,1,Tiger Mango Sago,2,16
2024,6,3,10,1,Passion Fruit Tea,1,5.5
2024,6,3,10,1,Golden Oolong Tea,6,33.0
2024,6,3,10,1,Red Bean Matcha Milk,6,40.5
2024,6,3,10,1,Jasmine Green Tea,3,14.25
2024,6,3,11,1,Classic Brown Sugar Boba Milk Tea,1,6.25
2024,6,3,11,1,Taro Bubble Tea,1,6.75
2024,6,3,11,1,Matcha Black Sugar Boba Milk,5,33.75
2024,6,3,11,1,Black Sugar Coffee Jelly,4,26.0
2024,6,3,11,1,Strawberry Milk,4,32
2024,6,3,11,1,Tiger Mango Sago,5,40
2024,6,3,11,1,Passion Fruit Tea,1,5.5
2024,6,3,11,1,Golden Oolong Tea,6,33.0
2024,6,3,11,1,Red Bean Matcha Milk,6,40.5
2024,6,3,11,1,Jasmine Green Tea,3,14.25
2024,6,4,0,1,Classic Brown Sugar Boba Milk Tea,1,6.25
2024,6,4,0,1,Taro Bubble Tea,3,20.25
2024,6,4,0,1,Matcha Black Sugar Boba Milk,2,13.5
2024,6,4,0,1,Black Sugar Coffee Jelly,2,13.0
2024,6,4,0,1,Strawberry Milk,6,48
2024,6,4,0,1,Tiger Mango Sago,2,16
2024,6,4,0,1,Passion Fruit Tea,5,27.5
2024,6,4,0,1,Golden Oolong Tea,4,22.0
2024,6,4,0,1,Red Bean Matcha Milk,6,40.5
2024,6,4,0,1,Jasmine Green Tea,5,23.75
2024,6,4,1,1,Classic Brown Sugar Boba Milk Tea,5,31.25
2024,6,4,1,1,Taro Bubble Tea,1,6.75
2024,6,4,1,1,Matcha Black Sugar Boba Milk,2,13.5
2024,6,4,1,1,Black Sugar Coffee Jelly,5,32.5
2024,6,4,1,1,Strawberry Milk,5,40
2024,6,4,1,1,Tiger Mango Sago,3,24
2024,6,4,1,1,Passion Fruit Tea,6,33.0
2024,6,4,1,1,Golden Oolong Tea,2,11.0
2024,6,4,1,1,Red Bean Matcha Milk,3,20.25
2024,6,4,1,1,Jasmine Green Tea,3,14.25
2024,6,4,2,1,Classic Brown Sugar Boba Milk Tea,3,18.75
2024,6,4,2,1,Taro Bubble Tea,1,6.75
2024,6,4,2,1,Matcha Black Sugar Boba Milk,4,27.0
2024,6,4,2,1,Black Sugar Coffee Jelly,2,13.0
2024,6,4,2,1,Strawberry Milk,5,40
2024,6,4,2,1,Tiger Mango Sago,6,48
2024,6,4,2,1,Passion Fruit Tea,6,33.0
2024,6,4,2,1,Golden Oolong Tea,4,22.0
2024,6,4,2,1,Red Bean Matcha Milk,6,40.5
2024,6,4,2,1,Jasmine Green Tea,5,23.75
2024,6,4,3,1,Classic Brown Sugar Boba Milk Tea,2,12.5
2024,6,4,3,1,Taro Bubble Tea,2,13.5
2024,6,4,3,1,Matcha Black Sugar Boba Milk,3,20.25
2024,6,4,3,1,Black Sugar Coffee Jelly,1,6.5
2024,6,4,3,1,Strawberry Milk,5,40
2024,6,4,3,1,Tiger Mango Sago,5,40
2024,6,4,3,1,Passion Fruit Tea,3,16.5
2024,6,4,3,1,Golden Oolong Tea,2,11.0
2024,6,4,3,1,Red Bean Matcha Milk,3,20.25
2024,6,4,3,1,Jasmine Green Tea,3,14.25
2024,6,4,4,1,Classic Brown Sugar Boba Milk Tea,2,12.5
2024,6,4,4,1,Taro Bubble Tea,2,13.5
2024,6,4,4,1,Matcha Black Sugar Boba Milk,2,13.5
2024,6,4,4,1,Black Sugar Coffee Jelly,2,13.0
2024,6,4,4,1,Strawberry Milk,3,24
2024,6,4,4,1,Tiger Mango Sago,4,32
2024,6,4,4,1,Passion Fruit Tea,1,5.5
2024,6,4,4,1,Golden Oolong Tea,6,33.0
2024,6,4,4,1,Red Bean Matcha Milk,1,6.75
2024,6,4,4,1,Jasmine Green Tea,6,28.5
2024,6,4,5,1,Classic Brown Sugar Boba Milk Tea,3,18.75
2024,6,4,5,1,Taro Bubble Tea,4,27.0
2024,6,4,5,1,Matcha Black Sugar Boba Milk,5,33.75
2024,6,4,5,1,Black Sugar Coffee Jelly,3,19.5
2024,6,4,5,1,Strawberry Milk,3,24
2024,6,4,5,1,Tiger Mango Sago,4,32
2024,6,4,5,1,Passion Fruit Tea,3,16.5
2024,6,4,5,1,Golden Oolong Tea,6,33.0
2024,6,4,5,1,Red Bean Matcha Milk,6,40.5
2024,6,4,5,1,Jasmine Green Tea,6,28.5
2024,6,4,6,1,Classic Brown Sugar Boba Milk Tea,4,25.0
2024,6,4,6,1,Taro Bubble Tea,1,6.75
2024,6,4,6,1,Matcha Black Sugar Boba Milk,5,33.75
2024,6,4,6,1,Black Sugar Coffee Jelly,1,6.5
2024,6,4,6,1,Strawberry Milk,4,32
2024,6,4,6,1,Tiger Mango Sago,6,48
2024,6,4,6,1,Passion Fruit Tea,4,22.0
2024,6,4,6,1,Golden Oolong Tea,6,33.0
2024,6,4,6,1,Red Bean Matcha Milk,5,33.75
2024,6,4,6,1,Jasmine Green Tea,3,14.25
2024,6,4,7,1,Classic Brown Sugar Boba Milk Tea,4,25.0
2024,6,4,7,1,Taro Bubble Tea,4,27.0
2024,6,4,7,1,Matcha Black Sugar Boba Milk,1,6.75
2024,6,4,7,1,Black Sugar Coffee Jelly,2,13.0
2024,6,4,7,1,Strawberry Milk,5,40
2024,6,4,7,1,Tiger Mango Sago,5,40
2024,6,4,7,1,Passion Fruit Tea,5,27.5
2024,6,4,7,1,Golden Oolong Tea,4,22.0
2024,6,4,7,1,Red Bean Matcha Milk,5,33.75
2024,6,4,7,1,Jasmine Green Tea,1,4.75
2024,6,4,8,1,Classic Brown Sugar Boba Milk Tea,4,25.0
2024,6,4,8,1,Taro Bubble Tea,2,13.5
2024,6,4,8,1,Matcha Black Sugar Boba Milk,2,13.5
2024,6,4,8,1,Black Sugar Coffee Jelly,4,26.0
2024,6,4,8,1,Strawberry Milk,2,16
2024,6,4,8,1,Tiger Mango Sago,6,48
2024,6,4,8,1,Passion Fruit Tea,5,27.5
2024,6,4,8,1,Golden Oolong Tea,3,16.5
2024,6,4,8,1,Red Bean Matcha Milk,3,20.25
2024,6,4,8,1,Jasmine Green Tea,2,9.5
2024,6,4,9,1,Classic Brown Sugar Boba Milk Tea,6,37.5
2024,6,4,9,1,Taro Bubble Tea,3,20.25
2024,6,4,9,1,Matcha Black Sugar Boba Milk,6,40.5
2024,6,4,9,1,Black Sugar Coffee Jelly,4,26.0
2024,6,4,9,1,Strawberry Milk,1,8
2024,6,4,9,1,Tiger Mango Sago,4,32
2024,6,4,9,1,Passion Fruit Tea,4,22.0
2024,6,4,9,1,Golden Oolong Tea,6,33.0
2024,6,4,9,1,Red Bean Matcha Milk,4,27.0
2024,6,4,9,1,Jasmine Green Tea,5,23.75
2024,6,4,10,1,Classic Brown Sugar Boba Milk Tea,4,25.0
2024,6,4,10,1,Taro Bubble Tea,4,27.0
2024,6,4,10,1,Matcha Black Sugar Boba Milk,3,20.25
2024,6,4,10,1,Black Sugar Coffee Jelly,2,13.0
2024,6,4,10,1,Strawberry Milk,3,24
2024,6,4,10,1,Tiger Mango Sago,5,40
2024,6,4,10,1,Passion Fruit Tea,3,16.5
2024,6,4,10,1,Golden Oolong Tea,6,33.0
2024,6,4,10,1,Red Bean Matcha Milk,1,6.75
2024,6,4,10,1,Jasmine Green Tea,5,23.75
2024,6,4,11,1,Classic Brown Sugar Boba Milk Tea,5,31.25
